gender,orthography,phonology,film_frequency,book_frequency,CVCV_structure,Class
m,acompte,ak§t,3.33,1.01,VCVCCCV,NOM
m,aconit,akonit,0.14,0.34,VCVCVC,NOM
,acoquiner,akokine,0.12,0.41,VCVCVVCVC,VER
m,acouphène,akufEn,0.18,0.0,VCVVCCVCV,NOM
,acoustique,akustik,0.49,0.74,VCVVCCVCVV,ADJ
f,acoustique,akustik,0.55,0.34,VCVVCCVCVV,NOM
f,acqua-toffana,akwatofana,0.0,0.07,VCCVV-CVCCVCV,NOM
m,acquiescement,akjEs°m@,0.15,2.36,VCCVVVCCVCVCC,NOM
,acquiescer,akjese,0.18,1.49,VCCVVVCCVC,VER
m,acquis,aki,0.81,2.23,VCCVVC,ADJ
m,acquis,aki,0.29,1.69,VCCVVC,NOM
f,acquisition,akizisj§,1.35,2.84,VCCVVCVCVVC,NOM
m,acquit,aki,0.29,2.16,VCCVVC,NOM
m,acquittement,akit°m@,0.6,0.34,VCCVVCCVCVCC,NOM
,acquitter,akite,1.13,1.82,VCCVVCCVC,VER
m,acquitté,akite,0.14,0.2,VCCVVCCV,ADJ
m,acquitté,akite,0.23,0.07,VCCVVCCV,NOM
m,acquéreur,akeR9R,0.23,0.88,VCCVVCVVC,NOM
,acquérir,akeRiR,2.15,7.43,VCCVVCVC,VER
m,acquêt,akE,0.0,0.07,VCCVVC,NOM
m,acra,akRa,0.27,0.14,VCCV,NOM
f,acre,akR,0.27,0.07,VCCV,NOM
f,acrimonie,akRimoni,0.06,0.81,VCCVCVCVV,NOM
,acrimonieusement,akRimonj2z°m@,0.0,0.07,VCCVCVCVVVCVCVCC,ADV
m,acrimonieux,akRimonj2,0.02,0.0,VCCVCVCVVVC,ADJ
,acrobate,akRobat,1.46,2.57,VCCVCVCV,NOM
f,acrobatie,akRobasi,0.32,0.81,VCCVCVCVV,NOM
,acrobatique,akRobatik,0.31,0.61,VCCVCVCVCVV,ADJ
,acrobatiquement,akRobatik°m@,0.01,0.07,VCCVCVCVCVVCVCC,ADV
,acrocéphale,akRosefal,0.0,0.07,VCCVCVCCVCV,ADJ
m,acromion,akRomj§,0.01,0.14,VCCVCVVC,NOM
m,acronyme,akRonim,0.19,0.07,VCCVCVCV,NOM
f,acrophobie,akRofobi,0.08,0.0,VCCVCCVCVV,NOM
f,acropole,akRopOl,0.0,0.81,VCCVCVCV,NOM
m,acrostiche,akROstiS,0.02,0.0,VCCVCCVCCV,NOM
m,acrotère,akRotER,0.0,0.07,VCCVCVCV,NOM
,acrylique,akRilik,0.21,0.34,VCCVCVCVV,ADJ
m,acrylique,akRilik,0.4,0.07,VCCVCVCVV,NOM
m,acrylonitrile,akRilonitRil,0.01,0.0,VCCVCVCVCCVCV,NOM
,acré,akRe,0.0,0.2,VCCV,ONO
m,acte,akt,39.19,35.88,VCCV,NOM
m,acteur,akt9R,30.51,15.47,VCCVVC,NOM
m,actif,aktif,4.12,3.58,VCCVC,ADJ
m,actif,aktif,0.84,1.49,VCCVC,NOM
f,actine,aktin,0.01,0.0,VCCVCV,NOM
f,action,aksj§,49.97,72.91,VCCVVC,NOM
f,action painting,akSj9npEjntiG,0.0,0.07,VCCVVC CVVCCVCC,NOM
,actionnaire,aksjonER,1.21,0.27,VCCVVCCVVCV,NOM
m,actionnariat,aksjOnaRja,0.01,0.0,VCCVVCCVCVVC,NOM
m,actionnement,aksjOn°m@,0.01,0.07,VCCVVCCVCVCC,NOM
,actionner,aksjone,0.43,1.22,VCCVVCCVC,VER
m,actionneur,aksjOn9R,0.01,0.0,VCCVVCCVVC,NOM
m,activant,aktiv@,0.0,0.07,VCCVCVCC,ADJ
m,activateur,aktivat9R,0.1,0.0,VCCVCVCVVC,NOM
f,activation,aktivasj§,2.21,0.07,VCCVCVCVVC,NOM
,activement,aktiv°m@,1.18,3.51,VCCVCVCVCC,ADV
,activer,aktive,2.98,1.35,VCCVCVC,VER
m,activisme,aktivizm,0.15,0.2,VCCVCVCCV,NOM
,activiste,aktivist,0.19,0.07,VCCVCVCCV,ADJ
,activiste,aktivist,0.23,0.07,VCCVCVCCV,NOM
f,activité,aktivite,13.05,25.81,VCCVCVCV,NOM
m,activé,aktive,0.94,0.07,VCCVCV,ADJ
,actuaire,akt8ER,0.03,0.0,VCCVVVCV,NOM
f,actualisation,akt8alizasj§,0.03,0.07,VCCVVCVCVCVVC,NOM
,actualiser,akt8alize,0.06,0.07,VCCVVCVCVC,VER
f,actualité,akt8alite,1.79,5.68,VCCVVCVCV,NOM
m,actuariel,aktyaRjEl,0.02,0.0,VCCVVCVVC,ADJ
f,actuation,akt8asj§,0.01,0.0,VCCVVCVVC,NOM
m,actuel,akt8El,4.69,6.49,VCCVVC,ADJ
,actuellement,akt8El°m@,11.39,16.69,VCCVVCCVCVCC,ADV
f,acuité,ak8ite,0.56,3.18,VCVVCV,NOM
m,acumen,akymEn,0.0,0.07,VCVCVC,NOM
m,acuponcteur,akyp§kt9R,0.23,0.0,VCVCVCCCVVC,NOM
f,acuponcture,akyp§ktyR,0.17,0.0,VCVCVCCCVCV,NOM
m,acupuncteur,akyp§kt9R,0.11,0.07,VCVCVCCCVVC,NOM
f,acupuncture,akyp§ktyR,0.79,0.41,VCVCVCCCVCV,NOM
,acéphale,asefal,0.0,0.14,VCVCCVCV,ADJ
m,acéphale,asefal,0.0,0.14,VCVCCVCV,NOM
m,acéré,aseRe,0.14,0.74,VCVCV,ADJ
m,acétate,asetat,0.2,0.14,VCVCVCV,NOM
m,acétique,asetik,0.05,0.07,VCVCVCVV,ADJ
f,acétone,asetOn,0.21,0.27,VCVCVCV,NOM
f,acétylcholine,asetilkolin,0.25,0.0,VCVCVCCCVCVCV,NOM
m,acétylsalicylique,asetilsalisilik,0.03,0.0,VCVCVCCVCVCVCVCVV,ADJ
m,acétylène,asetilEn,0.18,1.96,VCVCVCVCV,NOM
,ad hoc,adOk,0.11,0.81,VC CVC,ADJ
,ad infinitum,ad5finitOm,0.05,0.0,VC VCCVCVCVC,ADV
,ad libitum,adlibitOm,0.0,0.14,VC CVCVCVC,ADV
,ad limina,adlimina,0.0,0.07,VC CVCVCV,ADV
,ad majorem dei gloriam,admaZoREmdeigloRjam,0.0,0.14,VC CVCVCVC CVV CCVCVVC,ADV
,ad nutum,adnutOm,0.0,0.07,VC CVCVC,ADV
,ad patres,adpatREs,0.02,0.27,VC CVCCVC,ADV
,ad vitam aeternam,advitametERnam,0.0,0.2,VC CVCVC VVCVCCVC,ADV
m,ada,ada,0.05,0.0,VCV,NOM
m,adage,adaZ,0.61,0.54,VCVCV,NOM
,adagio,adadZjo,0.0,0.07,VCVCVV,ADV
m,adagio,adadZjo,0.13,0.34,VCVCVV,NOM
m,adamantin,adam@t5,0.0,0.14,VCVCVCCVC,ADJ
m,adamique,adamik,0.0,0.14,VCVCVCVV,ADJ
f,adaptabilité,adaptabilite,0.16,0.0,VCVCCVCVCVCV,NOM
,adaptable,adaptabl,0.07,0.07,VCVCCVCCV,ADJ
m,adaptateur,adaptat9R,0.12,0.41,VCVCCVCVVC,NOM
m,adaptatif,adaptatif,0.04,0.0,VCVCCVCVC,ADJ
f,adaptation,adaptasj§,2.46,4.46,VCVCCVCVVC,NOM
,adapter,adapte,5.63,3.72,VCVCCVC,VER
m,addenda,ad5da,0.07,0.0,VCCVCCV,NOM
m,addendum,ad5dOm,0.01,0.07,VCCVCCVC,NOM
f,addiction,adiksj§,0.41,0.07,VCCVCCVVC,NOM
m,additif,aditif,0.01,0.0,VCCVCVC,ADJ
m,additif,aditif,0.15,0.14,VCCVCVC,NOM
f,addition,adisj§,8.24,7.36,VCCVCVVC,NOM
m,additionnel,adisjonEl,0.04,0.2,VCCVCVVCCVC,ADJ
,additionner,adisjone,0.33,0.41,VCCVCVVCCVC,VER
m,adducteur,adykt9R,0.01,0.0,VCCVCCVVC,NOM
f,adduction,adyksj§,0.04,0.14,VCCVCCVVC,NOM
m,adent,ad@,0.01,0.0,VCVCC,NOM
,adepte,adEpt,0.88,0.88,VCVCCV,NOM
f,adhérence,adeR@s,0.06,0.14,VCCVCVCCV,NOM
m,adhérent,adeR@,0.03,0.07,VCCVCVCC,ADJ
m,adhérent,adeR@,0.16,0.14,VCCVCVCC,NOM
,adhérer,adeRe,0.82,1.82,VCCVCVC,VER
m,adhésif,adezif,0.73,0.47,VCCVCVC,ADJ
m,adhésif,adezif,0.7,0.14,VCCVCVC,NOM
f,adhésion,adezj§,0.45,6.15,VCCVCVVC,NOM
m,adieu,adj2,36.86,27.5,VCVVV,NOM
,adieu,adj2,39.7,7.36,VCVVV,ONO
m,adipeux,adip2,0.11,0.95,VCVCVVC,ADJ
m,adipique,adipik,0.03,0.0,VCVCVCVV,ADJ
f,adiposité,adipozite,0.0,0.07,VCVCVCVCV,NOM
m,adja,adZa,0.0,0.34,VCCV,NOM
m,adjacent,adZas@,0.16,0.14,VCCVCVCC,ADJ
m,adjectif,adZEktif,0.01,0.07,VCCVCCVC,ADJ
m,adjectif,adZEktif,0.28,1.96,VCCVCCVC,NOM
,adjoindre,adZw5dR,0.05,0.68,VCCVVCCCV,VER
m,adjoint,adZw5,5.97,1.89,VCCVVCC,ADJ
m,adjoint,adZw5,6.54,4.05,VCCVVCC,NOM
f,adjonction,adZ§ksj§,0.02,0.41,VCCVCCCVVC,NOM
m,adjudant,adZyd@,16.49,21.15,VCCVCVCC,NOM
m,adjudant-chef,adZyd@SEf,2.57,2.57,VCCVCVCC-CCVC,NOM
m,adjudant-major,adZyd@maZOR,0.05,0.0,VCCVCVCC-CVCVC,NOM
f,adjudication,adZydikasj§,0.02,0.14,VCCVCVCVCVVC,NOM
,adjuger,adZyZe,0.03,0.0,VCCVCVC,VER
m,adjupète,adZypEt,0.0,0.07,VCCVCVCV,NOM
f,adjuration,adZyRasj§,0.0,0.2,VCCVCVCVVC,NOM
,adjurer,adZyRe,0.0,0.47,VCCVCVC,VER
f,adjutrice,adZytRis,0.0,0.07,VCCVCCVCV,NOM
,admettre,admEtR,17.92,19.73,VCCVCCCV,VER
m,administrant,administR@,0.0,0.07,VCCVCVCCCVCC,ADJ
m,administrateur,administRat9R,4.05,3.78,VCCVCVCCCVCVVC,NOM
m,administratif,administRatif,1.34,2.97,VCCVCVCCCVCVC,ADJ
m,administratif,administRatif,0.06,0.2,VCCVCVCCCVCVC,NOM
f,administration,administRasj§,13.24,23.85,VCCVCVCCCVCVVC,NOM
,administrativement,administRativ°m@,0.05,0.14,VCCVCVCCCVCVCVCVCC,ADV
,administrer,administRe,1.12,2.84,VCCVCVCCCVC,VER
m,administré,administRe,0.02,0.14,VCCVCVCCCV,ADJ
m,administré,administRe,0.2,0.14,VCCVCVCCCV,NOM
,admirable,admiRabl,6.02,23.92,VCCVCVCCV,ADJ
,admirablement,admiRabl°m@,0.71,4.73,VCCVCVCCVCVCC,ADV
m,admirateur,admiRat9R,0.03,0.2,VCCVCVCVVC,ADJ
m,admirateur,admiRat9R,2.63,1.28,VCCVCVCVVC,NOM
m,admiratif,admiRatif,0.26,2.57,VCCVCVCVC,ADJ
f,admiration,admiRasj§,4.54,32.3,VCCVCVCVVC,NOM
,admirativement,admiRativ°m@,0.0,0.2,VCCVCVCVCVCVCC,ADV
,admirer,admiRe,6.5,17.64,VCCVCVC,VER
m,admis,admi,0.77,1.42,VCCVC,ADJ
m,admis,admi,0.12,0.27,VCCVC,NOM
f,admissibilité,admisibilite,0.02,0.07,VCCVCCVCVCVCV,NOM
m,admissible,admisibl,0.44,0.54,VCCVCCVCCV,ADJ
,admissible,admisibl,0.0,0.07,VCCVCCVCCV,NOM
f,admission,admisj§,2.34,1.82,VCCVCCVVC,NOM
f,admixtion,admiksj§,0.0,0.07,VCCVCCVVC,NOM
f,admonestation,admonEstasj§,0.0,0.34,VCCVCVCCVCVVC,NOM
,admonester,admonEste,0.01,0.0,VCCVCVCCVC,VER
f,admonition,admonisj§,0.01,0.14,VCCVCVCVVC,NOM
,ado,ado,3.4,0.2,VCV,NOM
m,adobe,adOb,0.08,0.0,VCVCV,NOM
f,adolescence,adoles@s,2.88,13.72,VCVCVCCVCCV,NOM
m,adolescent,adoles@,1.27,3.24,VCVCVCCVCC,ADJ
m,adolescent,adoles@,2.38,9.66,VCVCVCCVCC,NOM
m,adon,ad§,0.01,0.0,VCVC,NOM
,adonc,ad§k,0.0,0.07,VCVCC,ADV
,adoncques,ad§k,0.0,0.07,VCVCCCVVC,ADV
f,adonies,adoni,0.0,0.07,VCVCVVC,NOM
m,adonis,adonis,0.28,0.0,VCVCVC,NOM
,adonner,adone,0.48,1.08,VCVCCVC,VER
f,adoptable,adOptabl,0.0,0.07,VCVCCVCCV,ADJ
m,adoptant,adOpt@,0.0,0.07,VCVCCVCC,ADJ
m,adoptant,adOpt@,0.0,0.07,VCVCCVCC,NOM
,adopter,adOpte,7.25,9.19,VCVCCVC,VER
m,adoptif,adOptif,2.15,1.96,VCVCCVC,ADJ
f,adoption,adOpsj§,3.97,2.84,VCVCCVVC,NOM
m,adopté,adOpte,0.63,0.74,VCVCCV,ADJ
m,adopté,adOpte,0.03,0.34,VCVCCV,NOM
,adorable,adoRabl,23.0,6.28,VCVCVCCV,ADJ
,adorablement,adoRabl°m@,0.2,0.27,VCVCVCCVCVCC,ADV
m,adorant,adoR@,0.01,0.07,VCVCVCC,ADJ
m,adorateur,adoRat9R,0.3,0.34,VCVCVCVVC,NOM
f,adoration,adoRasj§,0.88,4.86,VCVCVCVVC,NOM
,adorer,adoRe,11.79,3.31,VCVCVC,VER
m,ados,ado,3.27,0.27,VCVC,NOM
,adosser,adose,0.07,1.35,VCVCCVC,VER
m,adossé,adose,0.03,0.07,VCVCCV,ADJ
m,adoubement,adub°m@,0.01,0.27,VCVVCVCVCC,NOM
,adouber,adube,0.01,0.0,VCVVCVC,VER
m,adouci,adusi,0.02,0.27,VCVVCV,ADJ
,adoucir,adusiR,1.56,3.58,VCVVCVC,VER
m,adoucissant,adusis@,0.0,0.07,VCVVCVCCVCC,ADJ
m,adoucissant,adusis@,0.06,0.0,VCVVCVCCVCC,NOM
m,adoucissement,adusis°m@,0.01,0.54,VCVVCVCCVCVCC,NOM
m,adoucisseur,adusis9R,0.03,0.0,VCVVCVCCVVC,NOM
m,adp,adepe,0.04,0.0,VCC,NOM
m,adressage,adResaZ,0.01,0.0,VCCVCCVCV,NOM
f,adresse,adREs,67.28,43.92,VCCVCCV,NOM
,adresser,adRese,7.95,17.91,VCCVCCVC,VER
m,adret,adRE,0.0,0.07,VCCVC,NOM
,adriatique,adRijatik,0.14,0.07,VCCVVCVCVV,ADJ
m,adroit,adRwa,1.13,3.51,VCCVVC,ADJ
,adroitement,adRwat°m@,0.85,1.96,VCCVVCVCVCC,ADV
f,adrénaline,adRenalin,3.56,0.68,VCCVCVCVCV,NOM
m,adulateur,adylat9R,0.0,0.07,VCVCVCVVC,ADJ
m,adulateur,adylat9R,0.1,0.07,VCVCVCVVC,NOM
f,adulation,adylasj§,0.16,0.61,VCVCVCVVC,NOM
,aduler,adyle,0.06,0.07,VCVCVC,VER
m,adultat,adylta,0.0,0.14,VCVCCVC,NOM
,adulte,adylt,8.02,8.18,VCVCCV,ADJ
,adulte,adylt,9.78,10.41,VCVCCV,NOM
,adultère,adyltER,1.81,1.08,VCVCCVCV,ADJ
m,adultère,adyltER,3.54,3.18,VCVCCVCV,NOM
f,adultération,adylteRasj§,0.0,0.07,VCVCCVCVCVVC,NOM
m,adultérin,adylteR5,0.01,0.0,VCVCCVCVC,ADJ
,advenir,adv°niR,1.03,1.15,VCCVCVC,VER
f,adventiste,adv@tist,0.08,0.0,VCCVCCVCCV,ADJ
,adventiste,adv@tist,0.27,0.0,VCCVCCVCCV,NOM
m,adverbe,advERb,0.09,0.27,VCCVCCV,NOM
,adversaire,advERsER,7.61,15.95,VCCVCCVVCV,NOM
,adverse,advERs,1.83,2.5,VCCVCCV,ADJ
f,adversité,advERsite,1.27,2.09,VCCVCCVCV,NOM
f,adénine,adenin,0.01,0.0,VCVCVCV,NOM
m,adénocarcinome,adenokaRsinom,0.04,0.0,VCVCVCVCCVCVCV,NOM
m,adénome,adenom,0.05,0.07,VCVCVCV,NOM
f,adénopathie,adenopati,0.01,0.0,VCVCVCVCCVV,NOM
f,adénosine,adenozin,0.07,0.0,VCVCVCVCV,NOM
m,adénovirus,adenoviRys,0.01,0.0,VCVCVCVCVC,NOM
m,adéquat,adekwa,1.35,1.82,VCVCVVC,ADJ
,adéquatement,adekwat°m@,0.03,0.0,VCVCVVCVCVCC,ADV
f,adéquation,adekwasj§,0.14,0.34,VCVCVVCVVC,NOM
f,affabilité,afabilite,0.13,1.22,VCCVCVCVCV,NOM
,affable,afabl,0.37,3.11,VCCVCCV,ADJ
,affablement,afabl°m@,0.0,0.2,VCCVCCVCVCC,ADV
f,affabulation,afabylasj§,0.2,1.01,VCCVCVCVCVVC,NOM
,affabuler,afabyle,0.0,0.07,VCCVCVCVC,VER
m,affacturage,afaktyRaZ,0.01,0.0,VCCVCCVCVCV,NOM
,affadir,afadiR,0.0,0.14,VCCVCVC,VER
m,affadissement,afadis°m@,0.0,0.2,VCCVCVCCVCVCC,NOM
m,affaibli,afEbli,0.17,1.22,VCCVVCCV,ADJ
,affaiblir,afebliR,1.13,1.35,VCCVVCCVC,VER
m,affaiblissant,afeblis@,0.03,0.0,VCCVVCCVCCVCC,ADJ
m,affaiblissement,afeblis°m@,0.23,1.49,VCCVVCCVCCVCVCC,NOM
f,affaire,afER,207.5,150.54,VCCVVCV,NOM
m,affairement,afER°m@,0.0,0.34,VCCVVCVCVCC,NOM
,affairer,afERe,0.28,1.42,VCCVVCVC,VER
m,affairisme,afERizm,0.0,0.07,VCCVVCVCCV,NOM
m,affairiste,afeRist,0.01,0.14,VCCVVCVCCV,ADJ
,affairiste,afeRist,0.0,0.07,VCCVVCVCCV,NOM
m,affairé,afeRe,0.04,1.01,VCCVVCV,ADJ
m,affairé,afeRe,0.02,0.34,VCCVVCV,NOM
m,affaissement,afEs°m@,0.07,1.35,VCCVVCCVCVCC,NOM
,affaisser,afese,0.03,0.88,VCCVVCCVC,VER
m,affalement,afal°m@,0.01,0.14,VCCVCVCVCC,NOM
,affaler,afale,0.27,1.89,VCCVCVC,VER
,affamer,afame,0.33,0.14,VCCVCVC,VER
m,affamé,afame,2.43,1.55,VCCVCV,ADJ
m,affamé,afame,1.42,1.01,VCCVCV,NOM
m,affect,afEkt,0.26,0.0,VCCVCC,NOM
f,affectation,afEktasj§,2.65,5.0,VCCVCCVCVVC,NOM
,affecter,afEkte,2.35,2.23,VCCVCCVC,VER
m,affectif,afEktif,0.94,1.28,VCCVCCVC,ADJ
f,affection,afEksj§,12.68,29.53,VCCVCCVVC,NOM
,affectionner,afEksjone,0.0,0.2,VCCVCCVVCCVC,VER
m,affectionné,afEksjone,0.01,0.07,VCCVCCVVCCV,ADJ
,affectivement,afEktiv°m@,0.3,0.2,VCCVCCVCVCVCC,ADV
f,affectivité,afEktivite,0.01,0.41,VCCVCCVCVCV,NOM
,affectueusement,afEkt82z°m@,1.11,3.38,VCCVCCVVVCVCVCC,ADV
m,affectueux,afEkt82,3.56,7.97,VCCVCCVVVC,ADJ
m,affecté,afEkte,0.73,1.28,VCCVCCV,ADJ
,affermir,afERmiR,0.02,1.69,VCCVCCVC,VER
m,affermissement,afERmis°m@,0.0,0.14,VCCVCCVCCVCVCC,NOM
m,affichage,afiSaZ,1.29,1.42,VCCVCCVCV,NOM
m,affichant,afiS@,0.0,0.07,VCCVCCVCC,ADJ
f,affiche,afiS,5.38,8.38,VCCVCCV,NOM
,afficher,afiSe,2.06,3.78,VCCVCCVC,VER
f,affichette,afiSEt,0.19,1.08,VCCVCCVCCV,NOM
m,afficheur,afiS9R,0.01,0.27,VCCVCCVVC,NOM
,affichiste,afiSist,0.0,0.14,VCCVCCVCCV,NOM
m,affidavit,afidavi,0.06,0.0,VCCVCVCVC,NOM
m,affidé,afide,0.01,0.14,VCCVCV,NOM
,affiler,afile,0.03,0.0,VCCVCVC,VER
f,affiliation,afiljasj§,0.26,0.14,VCCVCVVCVVC,NOM
,affilier,afilje,0.01,0.27,VCCVCVVC,VER
m,affilié,afilje,0.09,0.14,VCCVCVV,ADJ
m,affilié,afilje,0.03,0.0,VCCVCVV,NOM
m,affilé,afile,0.17,0.07,VCCVCV,ADJ
m,affin,af5,0.02,0.0,VCCVC,ADJ
m,affinage,afinaZ,0.0,0.07,VCCVCVCV,NOM
m,affinement,afin°m@,0.01,0.2,VCCVCVCVCC,NOM
,affiner,afine,0.43,0.68,VCCVCVC,VER
f,affinité,afinite,0.6,2.16,VCCVCVCV,NOM
m,affiné,afine,0.12,0.2,VCCVCV,ADJ
m,affirmatif,afiRmatif,4.82,1.35,VCCVCCVCVC,ADJ
f,affirmation,afiRmasj§,1.27,4.66,VCCVCCVCVVC,NOM
f,affirmative,afiRmativ,0.16,0.61,VCCVCCVCVCV,NOM
,affirmativement,afiRmativ°m@,0.0,0.74,VCCVCCVCVCVCVCC,ADV
,affirmer,afiRme,4.26,13.58,VCCVCCVC,VER
m,affixé,afikse,0.0,0.07,VCCVCV,ADJ
m,affleurant,afl9R@,0.0,0.14,VCCCVVCVCC,ADJ
m,affleurement,afl9R°m@,0.03,0.47,VCCCVVCVCVCC,NOM
,affleurer,afl9Re,0.0,1.08,VCCCVVCVC,VER
f,affliction,afliksj§,1.09,2.5,VCCCVCCVVC,NOM
m,affligeant,afliZ@,0.38,0.54,VCCCVCVVCC,ADJ
,affliger,afliZe,0.38,0.2,VCCCVCVC,VER
m,affligé,afliZe,0.6,0.95,VCCCVCV,ADJ
f,affluence,afly@s,0.51,2.64,VCCCVVCCV,NOM
m,affluent,afly@,0.16,0.2,VCCCVVCC,ADJ
m,affluent,afly@,0.05,0.54,VCCCVVCC,NOM
,affluer,aflye,0.21,1.35,VCCCVVC,VER
m,afflux,afly,0.25,2.3,VCCCVC,NOM
m,affolant,afol@,0.1,1.35,VCCVCVCC,ADJ
m,affolement,afOl°m@,0.89,5.34,VCCVCVCVCC,NOM
,affoler,afole,1.0,2.5,VCCVCVC,VER
m,affolé,afole,0.19,4.19,VCCVCV,ADJ
m,affouage,afwaZ,0.0,0.07,VCCVVVCV,NOM
m,affouillement,afuj°m@,0.0,0.07,VCCVVVCCVCVCC,NOM
m,affranchi,afR@Si,0.21,0.88,VCCCVCCCV,ADJ
m,affranchi,afR@Si,0.46,0.61,VCCCVCCCV,NOM
,affranchir,afR@SiR,0.55,5.2,VCCCVCCCVC,VER
m,affranchissement,afR@Sism@,0.05,0.47,VCCCVCCCVCCVCVCC,NOM
,affreusement,afR2z°m@,3.13,5.61,VCCCVVCVCVCC,ADV
m,affreux,afR2,25.34,22.23,VCCCVVC,ADJ
m,affreux,afR2,2.79,3.78,VCCCVVC,NOM
,affriander,afRij@de,0.0,0.07,VCCCVVCCVC,VER
m,affriolant,afRijol@,0.12,0.14,VCCCVVCVCC,ADJ
,affrioler,afRijole,0.0,0.07,VCCCVVCVC,VER
m,affront,afR§,3.11,2.77,VCCCVCC,NOM
m,affrontement,afR§t°m@,1.72,2.43,VCCCVCCVCVCC,NOM
,affronter,afR§te,19.57,13.38,VCCCVCCVC,VER
m,affrètement,afREt°m@,0.03,0.0,VCCCVCVCVCC,NOM
,affréter,afRete,0.28,0.27,VCCCVCVC,VER
m,affréteur,afRet9R,0.02,0.07,VCCCVCVVC,NOM
m,affublement,afybl°m@,0.0,0.14,VCCVCCVCVCC,NOM
,affubler,afyble,0.14,0.68,VCCVCCVC,VER
m,affublé,afyble,0.01,0.2,VCCVCCV,ADJ
,affurer,afyRe,0.0,0.41,VCCVCVC,VER
m,afférent,afeR@,0.04,0.0,VCCVCVCC,ADJ
f,afféterie,afet°Ri,0.0,0.2,VCCVCVCVV,NOM
m,affût,afy,1.36,10.81,VCCVC,NOM
m,affûtage,afytaZ,0.04,0.14,VCCVCVCV,NOM
,affûter,afyte,0.2,0.74,VCCVCVC,VER
m,affûteur,afyt9R,0.01,0.07,VCCVCVVC,NOM
m,afghan,afg@,0.68,0.34,VCCCVC,ADJ
m,afghan,afg@,0.23,0.14,VCCCVC,NOM
m,aficionado,afisjonado,0.04,0.2,VCVCVVCVCV,NOM
,afin,af5,0.76,0.95,VCVC,ADV
,afin d,af5d,0.04,0.07,VCVC C,PRE
,afin de,af5d°,15.64,43.18,VCVC CV,PRE
,afin qu,af5k8y,0.05,0.0,VCVC CV,CON
,afin que,af5k,9.63,14.93,VCVC CVV,CON
m,africain,afRik5,2.34,3.65,VCCVCVVC,ADJ
m,africain,afRik5,0.56,1.42,VCCVCVVC,NOM
m,africanisme,afRikanism,0.1,0.0,VCCVCVCVCCV,NOM
f,afrikaans,afRik@s,0.01,0.0,VCCVCVVCC,ADJ
m,afrikaans,afRik@s,0.05,0.0,VCCVCVVCC,NOM
,afrikaner,afRikan9R,0.05,0.0,VCCVCVCVC,NOM
,afro,afRo,1.21,0.27,VCCV,ADJ
m,afro-américain,afRoameRik5,0.34,0.0,VCCV-VCVCVCVVC,ADJ
m,afro-américain,afRoameRik5,0.48,0.0,VCCV-VCVCVCVVC,NOM
f,afro-asiatique,afRoazjatik,0.01,0.0,VCCV-VCVVCVCVV,ADJ
m,afro-cubain,afRokyb5,0.01,0.0,VCCV-CVCVVC,ADJ
m,afro-cubain,afRokyb5,0.0,0.07,VCCV-CVCVVC,NOM
m,after-shave,aft9RSav,0.47,0.61,VCCVC-CCVCV,NOM
m,aga,aga,0.65,5.95,VCV,NOM
f,agace,agas,0.03,0.41,VCVCV,NOM
m,agacement,agas°m@,0.21,7.3,VCVCVCVCC,NOM
,agacer,agase,1.19,2.77,VCVCVC,VER
f,agacerie,agas°Ri,0.0,0.07,VCVCVCVV,NOM
m,agaceur,agas9R,0.0,0.07,VCVCVVC,NOM
m,agami,agami,0.0,0.07,VCVCV,NOM
f,agapanthe,agap@t,0.01,0.0,VCVCVCCCV,NOM
f,agape,agap,0.0,0.07,VCVCV,NOM
m,agar-agar,agaRagaR,0.0,0.07,VCVC-VCVC,NOM
f,agate,agat,0.01,0.61,VCVCV,NOM
f,agathe,agat,0.0,0.14,VCVCCV,NOM
m,agave,agav,0.0,0.07,VCVCV,NOM
m,agaçant,agas@,1.45,2.5,VCVCVCC,ADJ
m,age,aZ,3.25,0.47,VCV,NOM
f,agence,aZ@s,20.38,14.12,VCVCCV,NOM
m,agencement,aZ@s°m@,0.19,1.69,VCVCCVCVCC,NOM
,agencer,aZ@se,0.02,0.61,VCVCCVC,VER
m,agenda,aZ5da,5.69,5.41,VCVCCV,NOM
m,agenouillement,aZnuj°m@,0.27,0.27,VCVCVVVCCVCVCC,NOM
,agenouiller,aZ°nuje,1.64,3.72,VCVCVVVCCVC,VER
m,agenouillé,aZ°nuje,0.13,0.54,VCVCVVVCCV,ADJ
m,agent,aZ@,92.42,22.5,VCVCC,NOM
m,aggiornamento,aZjORnamEnto,0.04,0.07,VCCVVCCVCVCCV,NOM
m,agglo,aglo,0.0,0.07,VCCCV,NOM
m,agglomérat,aglomeRa,0.0,0.47,VCCCVCVCVC,NOM
f,agglomération,aglomeRasj§,0.1,1.62,VCCCVCVCVCVVC,NOM
,agglomérer,aglomeRe,0.0,0.2,VCCCVCVCVC,VER
m,aggloméré,aglomeRe,0.0,0.07,VCCCVCVCV,ADJ
m,aggloméré,aglomeRe,0.06,0.27,VCCCVCVCV,NOM
m,agglutinatif,aglytinatif,0.0,0.07,VCCCVCVCVCVC,ADJ
f,agglutination,aglytinasj§,0.01,0.14,VCCCVCVCVCVVC,NOM
m,agglutinement,aglytin°m@,0.0,0.07,VCCCVCVCVCVCC,NOM
